"ID","Age","Gender","Race","RaceImputed","Location","City","State","ZipCode","County","Address","Latitude","Longitude","Agency","ForceType","Date","Year"
18619,"34","Male","European-American/White","European-American/White","2625 Land O' Lakes Blvd","Land O Lakes","FL",34638,"Pasco","2625 Land O Lakes Blvd Land O Lakes FL 34638 Pasco","28.1946666",-82.4652264,"Pasco County Sheriff's Office","Tasered",2016-12-28,2016
18612,"35","Male","European-American/White","European-American/White","13000 block Brookview Drive","Grass Valley","CA",95945,"Nevada","13000 block Brookview Drive Grass Valley CA 95945 Nevada","39.182372",-121.0187985,"Nevada County Sheriff's Office","Gunshot",2016-12-27,2016
18613,"41","Male","Hispanic/Latino","Hispanic/Latino","2208 Harlem Ave","North Riverside","IL",60546,"Cook","2208 Harlem Ave North Riverside IL 60546 Cook","41.84874",-87.8061944,"North Riverside Police Department","Gunshot",2016-12-27,2016
18614,"19","Male","Native American/Alaskan","Native American/Alaskan","","Kyle","SD",57752,"Oglala Lakota","Kyle SD 57752 Oglala Lakota","43.4249934",-102.1765463,"Oglala Sioux Tribe Department of Public Safety","Gunshot",2016-12-27,2016
18615,"36","Male","European-American/White","European-American/White","FM791","Campbellton","TX",78008,"Atascosa","FM791 Campbellton TX 78008 Atascosa","28.7485359",-98.3031012,"Texas Department of Public Safety","Gunshot",2016-12-27,2016
18616,"71","Female","European-American/White","European-American/White","2414 Co Rd 90","Pearland","TX",77584,"Brazoria","2414 Co Rd 90 Pearland TX 77584 Brazoria","29.554606",-95.3680838,"Brazoria County Sheriff's Office","Gunshot",2016-12-27,2016
18607,"29","Male","African-American/Black","African-American/Black","3200 block Walnut Street NE","Washington","DC",20018,"District of Columbia","3200 block Walnut Street NE Washington DC 20018 District of Columbia","38.9308268",-76.9628032,"Washington Metropolitan Police Department","Gunshot",2016-12-25,2016
18608,"30","Male","European-American/White","European-American/White","SW Bell Rd & SW Gimm Ln","Sherwood","OR",97140,"Washington","SW Bell Rd & SW Gimm Ln Sherwood OR 97140 Washington","45.3338206",-122.8812366,"Sherwood Police Department, Tualatin Police Department, Hillsboro Police Department","Gunshot",2016-12-25,2016
18609,"33","Male","Race unspecified","European-American/White","Jamestown Road","Desha","AR",72527,"Independence","Jamestown Road Desha AR 72527 Independence","35.7186737",-91.6898658,"Independence County Sheriff's Office","Gunshot",2016-12-25,2016
18610,"61","Male","European-American/White","European-American/White","Calendula Avenue and Cosmos Avenue","Middleburg","FL",32068,"Clay","Calendula Avenue and Cosmos Avenue Middleburg FL 32068 Clay","30.0478922",-81.9246508,"Clay County Sheriff's Office","Gunshot",2016-12-25,2016
18603,"53","Female","European-American/White","European-American/White","Hastings Road","Lake Wales","FL",33898,"Polk","Hastings Road Lake Wales FL 33898 Polk","28.004597",-81.56831,"Polk County Sheriff's Office","Gunshot",2016-12-24,2016
18604,"","Male","Race unspecified","African-American/Black","Wetter Street","Gadsden","AL",35901,"Etowah","Wetter Street Gadsden AL 35901 Etowah","34.0217232",-86.0177836,"Gadsden Police Department","Gunshot",2016-12-24,2016
18605,"48","Male","Asian/Pacific Islander","Asian/Pacific Islander","3400 block Greenglade Avenue","Pico Rivera","CA",90660,"Los Angeles","3400 block Greenglade Avenue Pico Rivera CA 90660 Los Angeles","34.018337",-118.0634832,"Los Angeles County Sheriff's Department","Gunshot",2016-12-24,2016
18597,"41","Male","African-American/Black","African-American/Black","860 Golfair Blvd.","Jacksonville","FL",32209,"Duval","860 Golfair Blvd. Jacksonville FL 32209 Duval","30.364312",-81.6669238,"Jacksonville Sheriff's Office","Asphyxiated/Restrained",2016-12-23,2016
18598,"31","Male","European-American/White","European-American/White","Franklin Avenue and Bond Street","Bend","OR",97701,"Deschutes","Franklin Avenue and Bond Street Bend OR 97701 Deschutes","44.057433",-121.3139988,"Bend Police Department","Gunshot",2016-12-23,2016
18599,"30","Male","Hispanic/Latino","Hispanic/Latino","Fieldcrest Street and Esto Avenue","El Monte","CA",91731,"Los Angeles","Fieldcrest Street and Esto Avenue El Monte CA 91731 Los Angeles","34.0874113",-118.0391647,"El Monte Police Department","Gunshot",2016-12-23,2016
18600,"51","Male","European-American/White","European-American/White","1200 block Laurel Avenue","Knoxville","TN",37916,"Knox","1200 block Laurel Avenue Knoxville TN 37916 Knox","35.9612139",-83.9268741,"Knoxville Police Department","Beaten/Bludgeoned with instrument",2016-12-23,2016
18601,"35","Male","European-American/White","European-American/White","84000 block 12th Street","Trona","CA",93562,"San Bernardino","84000 block 12th Street  Trona CA 93562 San Bernardino","35.7881742",-117.3625654,"San Bernardino County Sheriff's Office","Asphyxiated/Restrained",2016-12-23,2016
18594,"38","Male","Hispanic/Latino","Hispanic/Latino","400 block Vine Street","Reno","NV",89503,"Washoe","400 block Vine Street Reno NV 89503 Washoe","39.527778",-119.8254047,"Reno Police Department","Gunshot",2016-12-22,2016
18595,"55","Male","European-American/White","European-American/White","252 Whisper Lake Road","Palm Harbor","FL",34683,"Pinellas","252 Whisper Lake Road Palm Harbor FL 34683 Pinellas","28.0658635",-82.7699778,"Pinellas County Sheriff's Office","Gunshot",2016-12-22,2016
18596,"19","Male","African-American/Black","African-American/Black","4100 block Byers Street","Capitol Heights","MD",20743,"Prince George's","4100 block Byers Street Capitol Heights MD 20743 Prince Georges","38.8675412",-76.9369901,"Prince George's County Police Department","Gunshot",2016-12-22,2016
18586,"30","Male","Hispanic/Latino","Hispanic/Latino","2300 block Waterloo Rd","Stockton","CA",95205,"San Joaquin","2300 block Waterloo Rd Stockton CA 95205 San Joaquin","37.9744557",-121.2652722,"San Joaquin County Sheriff's Office","Gunshot",2016-12-21,2016
18587,"46","Male","European-American/White","European-American/White","3100 block US-35","Knox","IN",46534,"Starke","3100 block US-35 Knox IN 46534 Starke","41.257449",-86.620686,"Knox City Police Department, Starke County Sheriff's Office","Gunshot",2016-12-21,2016
18588,"27","Male","European-American/White","European-American/White","1118 Martha Alleyn Drive","Saraland","AL",36571,"Mobile","1118 Martha Alleyn Drive Saraland AL 36571 Mobile","30.835815",-88.098782,"Saraland Police Department","Gunshot",2016-12-21,2016
18589,"25","Male","European-American/White","European-American/White","800 S School Ave","Fayetteville","AR",72701,"Washington","800 S School Ave Fayetteville AR 72701 Washington","36.0071805",-94.1729766,"Washington County Sheriff's Office","Gunshot",2016-12-21,2016
18590,"25","Male","European-American/White","European-American/White","400 Iroquois Trail","Burns Flat","OK",73647,"Washita","400 Iroquois Trail Burns Flat OK 73647 Washita","35.3608951",-99.1765506,"Elk City Police Department","Gunshot",2016-12-21,2016
18591,"","Male","African-American/Black","African-American/Black","2629 N. Utica Avenue","Tulsa","OK",74110,"Tulsa","2629 N. Utica Avenue Tulsa OK 74110 Tulsa","36.192786",-95.9668858,"Tulsa Police Department","Gunshot",2016-12-21,2016
18592,"31","Male","Native American/Alaskan","Native American/Alaskan","N Union St & W Grand Ave","Ponca City","OK",74601,"Kay","N Union St & W Grand Ave Ponca City OK 74601 Kay","36.7037306",-97.0853658,"Ponca City Police Department","Gunshot",2016-12-21,2016
18593,"24","Male","African-American/Black","African-American/Black","600 W College Ave","Coalinga","CA",93210,"Fresno","600 W College Ave Coalinga CA 93210 Fresno","36.144842",-120.3711008,"Fresno County Sheriff's Office","Gunshot",2016-12-21,2016
18582,"31","Male","Native American/Alaskan","Native American/Alaskan","Girard Street and Sharose Drive","Hemet","CA",92544,"Riverside","Girard Street and Sharose Drive Hemet CA 92544 Riverside","33.7309393",-116.9542204,"Hemet Police Department","Gunshot",2016-12-20,2016
18583,"46","Male","Hispanic/Latino","Hispanic/Latino","200 block East Emil St","Pharr","TX",78577,"Hidalgo","200 block East Emil St Pharr TX 78577 Hidalgo","26.2087286",-98.1793178,"Pharr Police Department","Gunshot",2016-12-20,2016
18585,"27","Male","European-American/White","European-American/White","Hazelwood Ave and First Street","Stonewood","WV",26301,"Harrison","Hazelwood Ave and First Street Stonewood WV 26301 Harrison","39.2535564",-80.3164508,"Harrison County Sheriff's Office","Gunshot",2016-12-20,2016
18580,"34","Male","Hispanic/Latino","Hispanic/Latino","500 block N. Imperial Avenue","Brawley","CA",92227,"Imperial","500 block N. Imperial Avenue Brawley CA 92227 Imperial","32.9830646",-115.5349554,"Brawley Police Department","Gunshot",2016-12-19,2016
18581,"52","Male","European-American/White","European-American/White","1211 Dudley Shoals Rd","Granite Falls","NC",28630,"Caldwell","1211 Dudley Shoals Rd Granite Falls NC 28630 Caldwell","35.843098",-81.403231,"Caldwell County Sheriff's Office","Gunshot",2016-12-19,2016
18577,"37","Male","European-American/White","European-American/White","319 N.W. 289th St.","Ridgefield","WA",98642,"Clark","319 N.W. 289th St. Ridgefield WA 98642 Clark","45.829462",-122.67292,"Clark County Sheriff's Office","Gunshot",2016-12-18,2016
18578,"20","Male","African-American/Black","African-American/Black","S Western Ave and W 60th Pl","Los Angeles","CA",90047,"Los Angeles","S Western Ave and W 60th Pl Los Angeles CA 90047 Los Angeles","33.9850504",-118.3089669,"Los Angeles Police Department","Gunshot",2016-12-18,2016
18579,"72","Male","European-American/White","European-American/White","West 8th Street and Charles Page Blvd","Tulsa","OK",74127,"Tulsa","West 8th Street and Charles Page Blvd Tulsa OK 74127 Tulsa","36.1481982",-95.9903952,"Tulsa Police Department","Gunshot",2016-12-18,2016
18572,"33","Male","Hispanic/Latino","Hispanic/Latino","900 block La Verne Avenue","East Los Angeles","CA",90022,"Los Angeles","900 block La Verne Avenue East Los Angeles CA 90022 Los Angeles","34.0215187",-118.1626182,"Los Angeles County Sheriff's Department","Gunshot",2016-12-17,2016
18573,"44","Male","Native American/Alaskan","Native American/Alaskan","3900 block Grand Ave","Everett","WA",98201,"Snohomish","3900 block Grand Ave Everett WA 98201 Snohomish","47.9658866",-122.2135984,"Lynnwood Police Department","Gunshot",2016-12-17,2016
18574,"48","Male","European-American/White","European-American/White","9591 Osborn Rd","Arlington","TN",38002,"Shelby","9591 Osborn Rd Arlington TN 38002 Shelby","35.318868",-89.748924,"Shelby County Sheriff's Office","Gunshot",2016-12-17,2016
18576,"28","Male","European-American/White","European-American/White","100 block Vaughn Avenue","Cantonment","FL",32533,"Escambia","100 block Vaughn Avenue Cantonment FL 32533 Escambia","30.616122",-87.326987,"Escambia County Sheriff's Office","Gunshot",2016-12-17,2016
18568,"36","Male","European-American/White","European-American/White","321 NE Kings Valley Hwy","Dallas","OR",97338,"Polk","321 NE Kings Valley Hwy Dallas OR 97338 Polk","44.9332745",-123.3057343,"Dallas Police Department","Gunshot",2016-12-16,2016
18570,"51","Male","European-American/White","European-American/White","State Road 16 and Pacetti Road","St Augustine","FL",32092,"St. Johns","State Road 16 and Pacetti Road St Augustine FL 32092 St. Johns","29.9633778",-81.4916506,"St. Johns County Sheriff's Office","Gunshot",2016-12-16,2016
18571,"36","Male","Race unspecified","African-American/Black","7010 McCutcheon Road","Chattanooga","TN",37421,"Hamilton","7010 McCutcheon Road Chattanooga TN 37421 Hamilton","35.0473008",-85.1581498,"Chattanooga Police Department","Gunshot",2016-12-16,2016
18562,"37","Male","African-American/Black","African-American/Black","Dewey Street and Mayo Street","Badin","NC",28001,"Stanly","Dewey Street and Mayo Street Badin NC 28001 Stanly","35.410511",-80.1240559,"Badin Police Department","Tasered",2016-12-15,2016
18563,"60","Male","European-American/White","European-American/White","15600 block Windrush Dr","Hacienda Heights","CA",91745,"Los Angeles","15600 block Windrush Dr Hacienda Heights CA 91745 Los Angeles","33.9789661",-117.9760915,"Los Angeles County Sheriff's Department","Gunshot",2016-12-15,2016
18567,"49","Male","European-American/White","European-American/White","2165 U.S. 8","Cameron","WI",54822,"Barron","2165 U.S. 8 Cameron WI 54822 Barron","45.408076",-91.712283,"Barron County Sheriff's Office","Gunshot",2016-12-15,2016
18561,"26","Male","Race unspecified","European-American/White","600 block South Ellis","Wichita","KS",67211,"Sedgwick","600 block South Ellis Wichita KS 67211 Sedgwick","37.6775124",-97.3196987,"U.S. Marshals Service","Gunshot",2016-12-14,2016
18555,"32","Male","African-American/Black","African-American/Black","26 E Main St N A","Hampton","GA",30228,"Henry","26 E Main St N A Hampton GA 30228 Henry","33.3841529",-84.2831087,"Henry County Police Department","Gunshot",2016-12-13,2016
18556,"18","Male","African-American/Black","African-American/Black","Warwick Street and Windsor Avenue","Baltimore","MD",21216,"Baltimore City","Warwick Street and Windsor Avenue Baltimore MD 21216 Baltimore City","39.3123453",-76.6565842,"Coppin State University Police Department","Gunshot",2016-12-13,2016
18558,"18","Male","African-American/Black","African-American/Black","900 block Sparrow Valley Way","Charlotte","NC",28214,"Mecklenburg","900 block Sparrow Valley Way Charlotte NC 28214 Mecklenburg","35.3070515",-80.986278,"Charlotte-Mecklenburg Police Department","Gunshot",2016-12-13,2016
18559,"43","Male","Race unspecified","European-American/White","150 West Trinity Lane","Nashville","TN",37207,"Davidson","150 West Trinity Lane Nashville TN 37207 Davidson","36.2056274",-86.7726921,"Metropolitan Nashville Police Department","Gunshot",2016-12-13,2016
18550,"73","Male","Hispanic/Latino","Hispanic/Latino","7900 block Silver Birch Ave","Bakersfield","CA",93313,"Kern","7900 block Silver Birch Ave Bakersfield CA 93313 Kern","35.3013883",-119.0900927,"Bakersfield Police Department","Gunshot",2016-12-12,2016
18551,"28","Male","African-American/Black","African-American/Black","Hellerman St & Cranford Ave","Philadelphia","PA",19111,"Philadelphia","Hellerman St & Cranford Ave Philadelphia PA 19111 Philadelphia","40.0421884",-75.0789472,"U.S. Marshals Service","Gunshot",2016-12-12,2016
18553,"31","Male","European-American/White","European-American/White","6750 GA-42","Culloden","GA",31016,"Monroe","6750 GA-42 Culloden GA 31016 Monroe","32.870916",-83.9942626,"Byron Police Department, Peach County Sheriff's Office","Gunshot",2016-12-12,2016
18554,"18","Male","African-American/Black","African-American/Black","N 52nd St & Hartman Ave","Omaha","NE",68104,"Douglas","N 52nd St & Hartman Ave Omaha NE 68104 Douglas","41.3147465",-95.9949769,"Omaha Police Department","Gunshot",2016-12-12,2016
18545,"24","Male","European-American/White","European-American/White","100 block East Robie St","Medicine Lodge","KS",67104,"Barber","100 block East Robie St Medicine Lodge KS 67104 Barber","37.2921966",-98.5791733,"Medicine Lodge Police Department","Gunshot",2016-12-11,2016
18546,"30","Male","Hispanic/Latino","Hispanic/Latino","2700 block Norton Street","Laredo","TX",78046,"Webb","2700 block Norton Street Laredo TX 78046 Webb","27.4703769",-99.4684182,"Laredo Police Department","Gunshot",2016-12-11,2016
18547,"44","Female","European-American/White","European-American/White","1700 block Alta Vista Road","Bullhead City","AZ",86442,"Mohave","1700 block Alta Vista Road Bullhead City AZ 86442 Mohave","35.1094018",-114.5926673,"Bullhead City Police Department","Gunshot",2016-12-11,2016
18548,"39","Male","European-American/White","European-American/White","32 Tygart Valley Mall","Fairmont","WV",26554,"Marion","32 Tygart Valley Mall Fairmont WV 26554 Marion","39.4246785",-80.1909195,"White Hall Police Department, Marion County Sheriff's Office","Gunshot",2016-12-11,2016
18549,"53","Male","European-American/White","European-American/White","2222 N Lincoln Ave.","York","NE",68467,"York","2222 N Lincoln Ave. York NE 68467 York","40.882476",-97.592109,"York Police Department","Gunshot",2016-12-11,2016
18543,"36","Male","European-American/White","European-American/White","832 Heatherwood Dr","Greenwood","IN",46143,"Johnson","832 Heatherwood Dr Greenwood IN 46143 Johnson","39.5997567",-86.1280468,"Greenwood Police Department","Gunshot",2016-12-10,2016
18544,"35","Male","African-American/Black","African-American/Black","North Guignard Drive and Miller Road","Sumter","SC",29150,"Sumter","North Guignard Drive and Miller Road Sumter SC 29150 Sumter","33.9328519",-80.369297,"Sumter Police Department","Gunshot",2016-12-10,2016
18538,"43","Male","European-American/White","European-American/White","Bridgeport Way","Leland","NC",28451,"Brunswick","Bridgeport Way Leland NC 28451 Brunswick","34.2615601",-78.0754596,"Leland Police Department","Gunshot",2016-12-09,2016
18539,"44","Male","European-American/White","European-American/White","Chestua Road","Madisonville","TN",37354,"Monroe","Chestua Road Madisonville TN 37354 Monroe","35.4765819",-84.4162407,"Monroe County Sheriff's Office","Gunshot",2016-12-09,2016
18540,"35","Male","European-American/White","European-American/White","531 Apple Blossom Rd","Easton","PA",18040,"Northampton","531 Apple Blossom Rd Easton PA 18040 Northampton","40.7092989",-75.2269172,"Forks Township Police Department","Gunshot",2016-12-09,2016
18541,"30","Male","Asian/Pacific Islander","Asian/Pacific Islander","Highway 11 and Kipimana Street","Keaau","HI",96749,"Hawaii","Highway 11 and Kipimana Street Keaau HI 96749 Hawaii","19.6385136",-155.0435559,"Hawaii Police Department","Gunshot",2016-12-09,2016
18542,"29","Male","African-American/Black","African-American/Black","E. Stephen Foster and US-62","Bardstown","KY",40004,"Nelson","E. Stephen Foster and US-62 Bardstown KY 40004 Nelson","37.8081925",-85.4601666,"Bardstown Police Department","Gunshot",2016-12-09,2016
18536,"64","Male","European-American/White","European-American/White","206 N Arbor Ridge Dr","Allen","TX",75002,"Collin","200 block N Arbor Ridge Dr Allen TX 75002 Collin","33.0980499",-96.6241211,"Allen Police Department","Gunshot",2016-12-08,2016
18529,"36","Male","European-American/White","European-American/White","Myrtle St and Tri View Ave","Sioux City","IA",51103,"Woodbury","Myrtle St and Tri View Ave Sioux City IA 51103 Woodbury","42.4939569",-96.4224101,"Sioux City Police Department","Gunshot",2016-12-07,2016
18530,"37","Male","European-American/White","European-American/White","1500 block Commerce St","Dallas","TX",75201,"Dallas","1500 block Commerce St Dallas TX 75201 Dallas","32.779799",-96.798303,"Duncanville Police Department","Gunshot",2016-12-07,2016
18531,"31","Male","African-American/Black","African-American/Black","800 block Bedrock Dr","Fayetteville","NC",28303,"Cumberland","800 block Bedrock Dr Fayetteville NC 28303 Cumberland","35.0887534",-78.987207,"Fayetteville Police Department","Gunshot",2016-12-07,2016
18533,"37","Male","African-American/Black","African-American/Black","16250 Imperial Valley Dr","Houston","TX",77060,"Harris","16250 Imperial Valley Dr Houston TX 77060 Harris","29.9359747",-95.3978708,"Houston Police Department","Gunshot",2016-12-07,2016
18534,"20","Male","European-American/White","European-American/White","357 Bethel Ridge Road","Avella","PA",15312,"Washington","357 Bethel Ridge Road Avella PA 15312 Washington","40.3104978",-80.5014387,"Pennsylvania State Police","Gunshot",2016-12-07,2016
18535,"32","Male","African-American/Black","African-American/Black","300 block Allen Street","Americus","GA",31719,"Sumter","300 block Allen Street Americus GA 31719 Sumter","32.0827731",-84.2360251,"Americus Police Department","Gunshot",2016-12-07,2016
25160,"41","Male","European-American/White","European-American/White","I-5 & Airport Boulevard","Sacramento","CA",95837,"Sacramento","38.671403, -121.591351 I-5 & Airport Boulevard Sacramento CA 95837 Sacramento","38.671403",-121.591351,"California Highway Patrol","Tasered",2016-12-07,2016
18525,"55","Male","European-American/White","European-American/White","3503-A Ridgewood Dr","Hutchinson","KS",67502,"Reno","3503-A Ridgewood Dr Hutchinson KS 67502 Reno","38.093",-97.9101,"Hutchinson Police Department","Gunshot",2016-12-06,2016
18526,"52","Male","European-American/White","European-American/White","SE 148th Ave and E Burnside Street","Portland","OR",97230,"Multnomah","SE 148th Ave and E Burnside Street Portland OR 97230 Multnomah","45.5223864",-122.5106559,"Portland Police Bureau","Gunshot",2016-12-06,2016
18527,"49","Male","European-American/White","European-American/White","4000 block Picciola Rd","Fruitland Park","FL",34731,"Lake","4000 block Picciola Rd Fruitland Park FL 34731 Lake","28.8573357",-81.8881775,"Lake County Sheriff's Office","Gunshot",2016-12-06,2016
18528,"47","Male","European-American/White","European-American/White","600 block Lantern Ln","Orange City","FL",32763,"Volusia","600 block Lantern Ln Orange City FL 32763 Volusia","28.947728",-81.305953,"Orange City Police Department","Gunshot",2016-12-06,2016
18521,"33","Male","European-American/White","European-American/White","715 West Main Street","American Fork","UT",84003,"Utah","715 West Main Street American Fork UT 84003 Utah","40.3767512",-111.8159317,"American Fork Police Department, Lehi Police Department, Utah County Sheriff's Office","Gunshot",2016-12-04,2016
18523,"29","Male","African-American/Black","African-American/Black","1800 block DeCamp Avenue","Elkhart","IN",46516,"Elkhart","1800 block DeCamp Avenue Elkhart IN 46516 Elkhart","41.6681938",-85.9596563,"Elkhart Police Department","Gunshot",2016-12-04,2016
23881,"38","Male","Race unspecified","Hispanic/Latino","S Le Jeune Rd and SW 42nd Ave.","Miami","FL",33126,"Miami-Dade","S Le Jeune Rd and SW 42nd Ave. Miami FL 33126 Miami-Dade","25.7716946",-80.2637086,"Coral Gables Police Department","Tasered",2016-12-04,2016
18519,"38","Male","Hispanic/Latino","Hispanic/Latino","N Arnoult Rd & 46th St","Metairie","LA",70001,"Jefferson","N Arnoult Rd & 46th St Metairie LA 70001 Jefferson","29.985441",-90.1613759,"Jefferson Parish Sheriff's Office","Gunshot",2016-12-03,2016
18512,"33","Male","European-American/White","European-American/White","1401 Woodmont Drive","Tuscumbia","AL",35616,"Colbert","1401 Woodmont Drive Tuscumbia AL 35616 Colbert","34.7174195",-87.6953757,"Tuscumbia Police Department","Gunshot",2016-12-02,2016
18513,"36","Male","European-American/White","European-American/White","2121 S Triviz Dr","Las Cruces","NM",88001,"Dona Ana","2121 S Triviz Dr Las Cruces NM 88001 Dona Ana","32.2873671",-106.7414959,"Las Cruces Police Department","Gunshot",2016-12-02,2016
18514,"28","Male","Race unspecified","African-American/Black","11110 Causeway Blvd","Brandon","FL",33511,"Hillsborough","11110 Causeway Blvd Brandon FL 33511 Hillsborough","27.9237699",-82.3261883,"Hillsborough County Sheriff's Office","Gunshot",2016-12-02,2016
18515,"56","Male","European-American/White","European-American/White","Melita Road and CA-12","Kenwood","CA",95409,"Sonoma","Melita Road and CA-12 Kenwood CA 95409 Sonoma","38.464726",-122.651399,"Santa Rosa Police Department","Gunshot",2016-12-02,2016
18516,"22","Male","European-American/White","European-American/White","7208 Shelbyville Rd","Simpsonville","KY",40067,"Shelby","7208 Shelbyville Rd Simpsonville KY 40067 Shelby","38.2213988",-85.3582606,"Shelby County Sheriff's Office","Gunshot",2016-12-02,2016
18517,"58","Male","European-American/White","European-American/White","1322 Military Road","Benton","AR",72015,"Saline","1322 Military Road Benton AR 72015 Saline","34.5772919",-92.5777677,"Benton Police Department","Gunshot",2016-12-02,2016
18518,"41","Male","European-American/White","European-American/White","","Bradshaw","WV",24879,"McDowell","Bradshaw WV 24879 McDowell","37.3517789",-81.7987249,"West Virginia State Police","Gunshot",2016-12-02,2016
18509,"38","Male","African-American/Black","African-American/Black","413 East 52nd Street","Tacoma","WA",98404,"Pierce","413 East 52nd Street Tacoma WA 98404 Pierce","47.2099546",-122.4259863,"Pierce County Sheriff's Office","Gunshot",2016-12-01,2016
18510,"27","Male","Hispanic/Latino","Hispanic/Latino","4750 S Campbell Ave","Tucson","AZ",85714,"Pima","4750 S Campbell Ave Tucson AZ 85714 Pima","32.165869",-110.944272,"Tucson Police Department","Gunshot",2016-12-01,2016
18511,"83","Male","European-American/White","European-American/White","2213 Morgan Rd","Dover","AR",72837,"Pope","2213 Morgan Rd Dover AR 72837 Pope","35.3612986",-93.080713,"Pope County Sheriff's Office","Gunshot",2016-12-01,2016
18505,"41","Male","Hispanic/Latino","Hispanic/Latino","Elk Grove Boulevard and Ginther Drive","Elk Grove","CA",95758,"Sacramento","Elk Grove Boulevard and Ginther Drive Elk Grove CA 95758 Sacramento","38.4090693",-121.4139714,"Elk Grove Police Department","Tasered",2016-11-30,2016
18506,"25","Male","African-American/Black","African-American/Black","Van Brunt Blvd and E 8 St","Kansas City","MO",64124,"Jackson","Van Brunt Blvd and E 8 St Kansas City MO 64124 Jackson","39.1026374",-94.5259137,"Kansas City Police Department","Gunshot",2016-11-30,2016
18501,"41","Male","European-American/White","European-American/White","451 Lynnway","Lynn","MA",1905,"Essex","451 Lynnway Lynn MA 01905 Essex","42.4563639",-70.9541277,"Lynn Police Department","Gunshot",2016-11-29,2016
18502,"31","Male","European-American/White","European-American/White","Bascomb Drive","Iva","SC",29655,"Anderson","Bascomb Drive Iva SC 29655 Anderson","34.3426824",-82.6474919,"Anderson County Sheriff's Office","Gunshot",2016-11-29,2016
18503,"29","Male","European-American/White","European-American/White","1200 block Sheffield Drive","Avon","IN",46123,"Hendricks","1200 block Sheffield Drive Avon IN 46123 Hendricks","39.780303",-86.3978385,"Hendricks County Sheriff's Office","Gunshot",2016-11-29,2016
18504,"55","Male","European-American/White","European-American/White","99 block South Friendswood Drive","Friendswood","TX",77546,"Galveston","99 block South Friendswood Drive Friendswood TX 77546 Galveston","29.534033",-95.2060406,"Friendswood Police Department","Gunshot",2016-11-29,2016
18495,"23","Male","Hispanic/Latino","Hispanic/Latino","Maple Ave & E 27th St","Los Angeles","CA",90011,"Los Angeles","Maple Ave & E 27th St Los Angeles CA 90011 Los Angeles","34.0225876",-118.2659903,"Los Angeles Police Department","Gunshot",2016-11-28,2016
18496,"41","Male","African-American/Black","African-American/Black","1100 block 15th Street NE","Hickory","NC",28601,"Catawba","1100 block 15th Street NE Hickory NC 28601 Catawba","35.7427047",-81.3066154,"Catawba County Sheriff's Office","Gunshot",2016-11-28,2016
18497,"36","Male","African-American/Black","African-American/Black","4500 block West Washington Boulevard","Chicago","IL",60624,"Cook","4500 block West Washington Boulevard Chicago IL 60624 Cook","41.882214",-87.738113,"Chicago Police Department","Gunshot",2016-11-28,2016
18498,"18","Male","African-American/Black","African-American/Black","117 W 19th Ave","Columbus","OH",43210,"Franklin","117 W 19th Ave Columbus OH 43210 Franklin","40.0030863",-83.0119904,"Ohio State University Police Department","Gunshot",2016-11-28,2016
18499,"28","Male","European-American/White","European-American/White","1901 20th Ave. S.","Moorhead","MN",56560,"Clay","1901 20th Ave. S. Moorhead MN 56560 Clay","46.8549925",-96.7503778,"Moorhead Police Department","Gunshot",2016-11-28,2016
18500,"35","Male","African-American/Black","African-American/Black","1511 Camp Jackson Road","Cahokia","IL",62206,"St. Clair","1511 Camp Jackson Road Cahokia IL 62206 St. Clair","38.5559776",-90.1675177,"Washington Park Police Department","Gunshot",2016-11-28,2016
18488,"50","Male","European-American/White","European-American/White","395 KS-7","Olathe","KS",66061,"Johnson","395 KS-7 Olathe KS 66061 Johnson","38.8861522",-94.8379349,"Olathe Police Department","Gunshot",2016-11-27,2016
18489,"48","Male","African-American/Black","African-American/Black","United Plaza Boulevard and Essen Lane","Baton Rouge","LA",70809,"East Baton Rouge","United Plaza Boulevard and Essen Lane Baton Rouge LA 70809 East Baton Rouge","30.410582",-91.1007637,"East Baton Rouge Parish Sheriff's Office","Gunshot",2016-11-27,2016
18490,"59","Male","European-American/White","European-American/White","73 Songo School Rd","Naples","ME",4055,"Cumberland","73 Songo School Rd Naples ME 04055 Cumberland","43.9533449",-70.5741122,"Cumberland County Sheriff's Office","Gunshot",2016-11-27,2016
18485,"20","Male","Hispanic/Latino","Hispanic/Latino","N 177th Ave and W Voltaire St","Surprise","AZ",85388,"Maricopa","N 177th Ave and W Voltaire St Surprise AZ 85388 Maricopa","33.6079664",-112.4400063,"Surprise Police Department","Gunshot",2016-11-26,2016
18481,"26","Male","Hispanic/Latino","Hispanic/Latino","29th Street & 6th Avenue","Tucson","AZ",85713,"Pima","29th Street & 6th Avenue Tucson AZ 85713 Pima","32.1995539",-110.9683832,"South Tucson Police Department","Gunshot",2016-11-25,2016
18482,"23","Male","African-American/Black","African-American/Black","Old Airport Road and Att Avenue","Hattiesburg","MS",39401,"Forrest","Old Airport Road and Att Avenue Hattiesburg MS 39401 Forrest","31.2777719",-89.2656745,"Hattiesburg Police Department","Gunshot",2016-11-25,2016
18474,"17","Male","Race unspecified","European-American/White","5101 Marconi Ave","Carmichael","CA",95608,"Sacramento","5101 Marconi Ave Carmichael CA 95608 Sacramento","38.6173582",-121.3456512,"Sacramento County Sheriff's Office","Gunshot",2016-11-24,2016
